,NoDefaultNextMonth (label),isMale,isMarried,AgeGroup,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HasHistoryOfOverduePayments
12599,1,0,1,3.0,3,40,40,1,6,0,10,10,1,1,0
12600,1,0,1,3.0,4,4760,160,0,0,0,4470,160,1,1,0
12601,1,0,0,3.0,2,2660,120,0,0,3,2560,120,1,1,0
12602,0,0,0,2.0,3,10,10,1,6,0,0,10,2,2,1
12603,0,0,0,3.0,4,0,0,0,6,0,0,0,2,2,1
12604,0,1,1,2.0,4,2490,790,0,0,6,1520,0,3,8,1
12605,1,1,1,3.0,4,2460,2470,5,4,0,90,180,1,1,0
12606,1,0,1,2.0,3,4040,180,0,0,3,4040,170,1,1,0
12607,1,0,0,2.0,4,370,0,5,6,0,370,0,1,1,0
12608,0,0,0,2.0,4,260,60,1,5,0,260,30,1,1,0
12609,1,0,1,3.0,3,310,310,1,6,0,140,50,1,1,0
12610,1,0,1,2.0,4,2630,2470,3,3,0,460,1280,1,1,0
12611,1,1,1,3.0,4,4560,410,0,0,6,4170,410,2,3,1
12612,1,1,1,3.0,4,4360,90,0,4,0,4360,90,1,1,0
12613,1,0,0,2.0,4,2590,1970,1,5,0,1490,230,1,1,0
12614,1,1,1,3.0,3,30,30,0,6,0,30,30,1,1,0
12615,1,0,0,1.0,3,1470,90,0,1,4,1350,70,1,1,0
12616,1,0,1,3.0,2,1450,60,0,0,3,1430,60,2,3,1
12617,1,1,1,2.0,4,660,660,3,6,0,260,660,1,1,0
12618,0,1,0,2.0,4,20,20,4,6,0,0,20,1,1,0
12619,1,0,1,3.0,4,740,800,3,6,0,150,30,1,1,0
12620,0,1,0,2.0,2,220,40,0,0,0,170,0,2,4,1
12621,1,1,0,2.0,3,2490,610,0,6,0,1580,310,1,1,0
12622,1,0,0,2.0,4,3210,110,0,0,3,3210,0,2,4,1
12623,1,1,0,2.0,3,2370,2370,1,1,2,2080,60,1,1,0
12624,0,1,0,2.0,2,280,40,0,0,4,200,40,2,3,1
12625,1,0,0,1.0,3,230,40,0,0,0,160,40,1,1,0
12626,0,0,1,3.0,3,4520,460,0,0,0,3610,110,2,12,1
12627,0,1,1,3.0,2,3050,120,0,0,0,2710,80,1,1,0
12628,1,0,0,2.0,4,2010,2010,2,6,0,600,2010,1,1,0
12629,1,0,1,3.0,4,490,490,3,6,0,20,290,1,1,0
12630,1,1,1,2.0,3,3150,140,0,0,0,2850,140,1,1,0
12631,1,0,0,2.0,3,4020,130,0,0,0,4020,130,1,1,0
12632,1,0,1,3.0,4,2470,110,0,0,0,2310,0,2,4,1
12633,0,0,0,2.0,4,520,520,2,6,0,260,520,1,1,0
12634,0,0,0,2.0,4,960,90,0,0,0,850,0,2,13,1
12635,1,1,1,3.0,2,2220,460,0,0,0,1410,460,2,13,1
12636,0,0,0,2.0,3,3940,220,0,0,6,3940,0,2,13,1
12637,1,1,1,3.0,3,10,10,0,6,0,10,10,1,1,0
12638,1,0,0,2.0,2,8850,310,0,0,1,8850,310,1,1,0
12639,1,1,0,1.0,3,610,40,0,1,3,610,40,1,1,0
12640,0,1,1,2.0,3,880,60,0,0,6,880,60,1,1,0
12641,1,1,1,3.0,3,560,490,1,6,0,140,150,1,1,0
12642,1,0,0,2.0,3,2150,140,0,0,1,2150,60,2,5,1
12643,1,1,1,4.0,4,20,30,3,6,0,20,0,1,1,0
12644,1,0,1,3.0,3,2750,2750,2,6,0,30,670,1,1,0
12645,1,0,1,3.0,3,4340,210,0,0,6,4160,210,2,12,1
12646,1,0,0,2.0,3,6000,250,0,0,3,5880,250,1,1,0
12647,0,1,1,2.0,3,70,0,0,6,0,70,0,2,33,1
12648,1,1,1,3.0,4,30,40,1,6,0,10,0,2,3,1
12649,1,0,1,3.0,2,1460,70,0,0,6,1370,0,2,4,1
12650,1,0,0,2.0,4,3050,4590,1,5,1,3050,0,2,5,1
12651,0,1,0,3.0,3,10250,9550,0,0,4,9990,490,1,1,0
12652,1,0,1,2.0,3,650,660,2,6,0,230,230,1,1,0
12653,0,1,0,1.0,3,240,60,0,0,0,130,50,3,9,1
12654,1,1,0,2.0,4,4690,170,0,0,4,3390,170,1,1,0
12655,1,0,0,2.0,3,8090,380,0,0,5,8090,380,1,1,0
12656,0,1,0,2.0,3,640,270,0,0,0,350,0,2,12,1
12657,0,1,1,2.0,1,3500,310,1,2,2,3500,150,2,3,1
12658,1,1,1,3.0,4,300,300,3,6,0,180,300,1,1,0
12659,1,0,0,1.0,3,3520,180,0,0,0,3520,180,1,1,0
12660,1,0,0,3.0,4,300,300,2,6,0,190,20,1,1,0
12661,1,0,1,2.0,3,1630,240,0,5,0,1630,240,1,1,0
12662,0,0,1,2.0,3,1860,150,0,0,4,1840,80,2,3,1
12663,1,1,0,2.0,3,3580,3580,2,2,0,1580,280,1,1,0
12664,1,0,0,3.0,2,6170,1490,1,2,3,5950,170,1,1,0
12665,1,0,1,3.0,3,480,480,2,6,0,170,10,1,1,0
12666,1,1,1,2.0,4,5570,310,0,0,1,5570,140,1,1,0
12667,1,1,1,3.0,3,2920,130,0,0,6,2920,120,2,11,1
12668,1,1,1,2.0,3,0,0,0,6,0,0,0,2,2,1
12669,1,0,1,2.0,3,180,180,3,6,0,140,150,1,1,0
12670,1,0,1,3.0,2,750,60,0,0,1,530,50,1,1,0
12671,1,1,0,1.0,2,530,40,0,2,0,460,40,1,1,0
12672,1,1,0,1.0,3,180,180,1,6,0,140,40,1,1,0
12673,1,1,0,3.0,3,750,180,0,6,0,510,50,2,3,1
12674,1,1,0,2.0,4,6820,180,0,0,0,6820,150,1,1,0
12675,1,1,1,3.0,4,1120,1230,2,6,0,220,0,2,3,1
12676,1,0,1,2.0,3,2070,750,0,6,0,2070,70,1,1,0
12677,1,0,1,3.0,4,2470,2470,4,6,0,230,290,1,1,0
12678,1,0,0,2.0,4,330,330,3,6,0,200,0,2,3,1
12679,1,0,1,3.0,3,30,300,1,6,0,30,30,2,3,1
12680,1,1,0,1.0,4,400,350,1,0,0,220,350,1,1,0
12681,1,1,1,3.0,4,4580,310,0,0,1,4580,100,1,1,0
12682,1,0,1,2.0,4,1540,80,0,0,3,1470,80,1,1,0
12683,0,1,1,2.0,3,180,40,0,6,0,110,30,1,1,0
12684,1,1,1,3.0,2,570,40,0,0,0,520,40,1,1,0
12685,1,0,0,2.0,4,400,240,2,6,0,400,70,2,3,1
12686,1,0,0,2.0,2,940,40,0,6,0,940,40,1,1,0
12687,1,0,1,3.0,4,13340,3000,0,0,4,13090,480,1,1,0
12688,1,0,0,2.0,3,620,180,0,0,4,620,40,1,1,0
12689,0,1,0,3.0,2,250,70,0,2,0,180,70,2,3,1
12690,1,1,0,2.0,3,1380,170,1,3,0,1380,40,1,1,0
12691,1,1,1,2.0,3,170,170,1,6,0,70,40,1,1,0
12692,0,1,0,2.0,4,10,0,0,6,0,10,0,1,1,0
12693,1,1,0,2.0,3,490,490,4,6,0,240,490,1,1,0
12694,1,0,1,2.0,4,1480,60,0,0,6,1310,50,1,1,0
12695,0,1,0,2.0,3,600,60,0,0,2,600,60,1,1,0
12696,1,0,1,2.0,3,4470,210,0,0,2,4470,210,1,1,0
12697,0,1,0,1.0,4,20,20,1,6,0,20,0,2,3,1
12698,0,0,0,2.0,2,730,150,0,0,6,580,150,2,23,1
12699,1,0,0,2.0,3,260,130,2,6,0,80,130,3,5,1
12700,1,0,1,3.0,4,13770,950,0,0,6,13650,540,2,3,1
12701,1,0,1,2.0,4,2080,460,1,5,0,1100,280,1,1,0
12702,1,0,0,2.0,4,1050,150,0,2,0,820,60,1,1,0
12703,1,0,0,3.0,2,500,80,0,1,0,390,80,2,3,1
12704,1,0,1,2.0,3,5400,180,0,0,0,4890,170,1,1,0
12705,0,1,0,2.0,2,1790,150,0,0,0,1750,150,2,3,1
12706,1,0,1,3.0,4,270,40,0,6,0,270,0,2,4,1
12707,1,0,1,4.0,3,10,10,1,6,0,0,10,1,1,0
12708,0,1,1,3.0,4,1130,540,3,6,0,210,150,1,1,0
12709,1,1,0,2.0,4,920,60,0,6,0,690,60,1,1,0
12710,0,1,1,4.0,2,470,60,0,4,0,350,0,2,4,1
12711,1,1,0,3.0,3,3030,90,0,1,0,3030,70,1,1,0
12712,1,0,0,2.0,4,4120,150,0,0,0,4120,150,1,1,0
12713,1,0,0,2.0,2,270,280,1,6,0,60,0,1,1,0
12714,1,0,1,2.0,3,3010,310,0,0,0,3010,0,2,4,1
12715,1,0,1,2.0,3,4500,190,0,0,0,4500,150,1,1,0
12716,0,0,0,2.0,3,860,860,2,5,1,40,90,2,3,1
12717,1,0,0,2.0,3,1540,310,0,0,4,1540,60,1,1,0
12718,1,0,0,2.0,3,8250,8250,1,5,0,130,0,1,1,0
12719,0,0,0,1.0,3,340,70,0,0,0,200,50,3,8,1
12720,1,1,0,2.0,3,1520,60,0,3,1,1520,60,2,3,1
12721,1,0,0,2.0,4,1030,1030,2,5,0,260,290,1,1,0
12722,0,0,1,3.0,2,0,0,0,6,0,0,0,2,2,1
12723,0,1,0,2.0,4,9400,460,0,0,3,9090,370,1,1,0
12724,1,0,1,3.0,4,2960,1180,1,4,1,2960,80,1,1,0
12725,1,1,0,2.0,2,3030,130,0,0,2,3020,130,1,1,0
12726,0,1,1,2.0,3,1020,50,0,0,0,1000,50,2,8,1
12727,1,0,0,2.0,4,350,740,3,6,0,20,0,2,3,1
12728,1,0,1,3.0,4,3380,3380,2,5,0,1040,0,1,1,0
12729,1,0,1,3.0,2,390,340,1,6,0,0,340,2,2,1
12730,0,1,0,2.0,2,3720,280,0,0,6,3590,160,2,13,1
12731,1,0,0,2.0,4,3900,240,0,0,0,3580,210,1,1,0
12732,1,0,0,1.0,3,2460,1740,1,2,1,2460,60,1,1,0
12733,1,1,1,2.0,4,100,100,2,6,0,10,10,2,3,1
12734,0,0,0,2.0,3,1500,140,0,0,6,1420,0,2,8,1
12735,0,0,1,2.0,3,3860,160,0,0,6,3860,0,2,4,1
12736,1,1,0,2.0,2,290,290,3,6,0,10,0,1,1,0
12737,1,0,0,2.0,4,5250,190,0,0,2,5250,190,1,1,0
12738,1,0,0,2.0,2,940,940,2,6,0,170,940,1,1,0
12739,0,1,1,2.0,3,3260,3260,3,5,0,0,0,1,1,0
12740,0,1,1,2.0,4,1050,740,2,6,0,840,240,3,5,1
12741,1,0,1,2.0,3,2860,100,0,0,0,2860,100,1,1,0
12742,1,0,0,2.0,4,840,60,0,6,0,840,40,1,1,0
12743,1,1,0,2.0,3,1150,40,0,4,0,1150,0,2,5,1
12744,0,0,0,2.0,3,1990,150,0,0,0,1870,0,3,9,1
12745,1,0,1,4.0,4,500,520,5,6,0,0,520,2,2,1
12746,0,0,1,1.0,2,980,30,0,0,5,980,0,2,10,1
12747,1,0,1,3.0,3,2490,100,0,0,6,2430,100,1,1,0
12748,1,0,1,2.0,4,2840,2840,5,6,0,10,60,1,1,0
12749,1,0,1,2.0,3,440,60,0,2,0,420,40,1,1,0
12750,1,1,0,2.0,2,1050,600,1,0,0,1050,150,1,1,0
12751,1,1,0,2.0,3,570,150,0,6,0,480,90,1,1,0
12752,0,1,0,1.0,4,1060,100,0,0,0,900,90,2,9,1
12753,1,1,0,2.0,3,6960,270,0,0,0,6960,270,1,1,0
12754,1,1,0,2.0,3,0,0,0,6,0,0,0,2,2,1
12755,1,0,0,2.0,4,1570,3270,1,6,0,1570,610,1,1,0
12756,1,1,1,3.0,4,590,590,2,6,0,50,20,1,1,0
12757,0,0,1,2.0,4,9310,260,0,0,6,5970,260,2,3,1
12758,1,0,1,2.0,4,6800,500,0,0,6,6190,0,2,12,1
12759,1,0,0,2.0,3,650,660,4,6,0,20,140,1,1,0
12760,1,0,0,2.0,3,5500,190,0,0,2,5500,190,1,1,0
12761,1,0,1,3.0,3,1770,1860,1,1,2,1740,90,1,1,0
12762,1,0,1,2.0,2,1760,90,0,0,3,1760,60,1,1,0
12763,1,1,1,2.0,4,1260,1260,3,6,0,860,440,1,1,0
12764,1,1,1,2.0,4,20,20,1,6,0,0,0,2,2,1
12765,1,0,0,2.0,3,600,40,0,5,0,600,40,1,1,0
12766,1,0,1,2.0,2,5230,660,2,2,4,5190,180,1,1,0
12767,1,0,0,3.0,3,2060,2060,2,5,0,90,2060,1,1,0
12768,0,1,0,2.0,4,4110,300,0,0,6,3810,300,2,13,1
12769,0,1,0,2.0,3,3370,310,0,0,0,3270,150,1,1,0
12770,0,0,0,1.0,4,4010,200,0,0,3,3870,200,2,3,1
12771,1,0,1,2.0,3,280,150,1,6,0,140,40,1,1,0
12772,1,0,0,2.0,3,130,90,1,6,0,130,90,1,1,0
12773,1,0,0,1.0,3,0,0,0,6,0,0,0,2,2,1
12774,1,0,1,1.0,3,1040,90,0,0,4,970,0,2,12,1
12775,1,0,1,2.0,4,10,0,0,6,0,10,0,1,1,0
12776,1,0,0,2.0,4,490,490,2,6,0,20,10,1,1,0
12777,0,0,0,4.0,4,80,0,0,6,0,80,0,2,13,1
12778,1,1,0,2.0,3,5520,1180,2,4,1,5520,90,1,1,0
12779,0,1,1,2.0,3,2230,90,0,0,0,2030,90,2,3,1
12780,0,1,0,1.0,2,360,50,0,2,0,360,50,2,3,1
12781,1,0,1,2.0,2,910,1250,1,6,0,910,50,1,1,0
12782,1,1,0,3.0,4,620,610,1,1,4,620,50,1,1,0
12783,1,0,1,3.0,4,290,290,3,6,0,40,0,1,1,0
12784,0,0,1,2.0,3,10,20,1,6,0,10,10,2,3,1
12785,0,0,0,2.0,4,1190,60,0,0,0,1040,60,2,3,1
12786,1,1,1,3.0,3,6050,760,0,0,0,5420,760,2,3,1
12787,1,0,0,2.0,4,1840,610,1,0,0,1840,150,1,1,0
12788,0,1,1,3.0,3,12380,1300,0,0,6,12380,0,2,28,1
12789,1,1,0,2.0,4,630,60,0,0,0,630,0,2,4,1
12790,1,0,1,3.0,3,380,380,2,4,0,220,70,1,1,0
12791,1,0,1,2.0,4,1500,100,0,0,2,1500,60,2,3,1
12792,1,0,1,3.0,3,8750,320,0,0,2,8750,320,1,1,0
12793,0,0,0,2.0,4,20,20,2,6,0,0,20,1,1,0
12794,0,0,1,2.0,3,660,50,0,0,0,590,50,2,9,1
12795,1,1,0,2.0,4,110,110,4,6,0,20,60,1,1,0
12796,1,0,0,1.0,3,910,50,0,0,0,870,50,1,1,0
12797,1,1,1,2.0,3,30,30,1,6,0,0,30,2,2,1
12798,1,1,1,2.0,3,3790,460,0,0,0,3120,140,2,3,1
12799,1,1,1,3.0,3,380,100,1,6,0,340,90,2,3,1
12800,1,1,0,2.0,4,2150,140,0,0,4,2050,100,2,3,1
12801,1,0,0,2.0,3,70,70,1,6,0,50,70,1,1,0
12802,1,0,0,3.0,4,640,640,2,6,0,10,10,1,1,0
12803,1,0,0,2.0,4,380,150,1,6,0,120,60,2,6,1
12804,1,1,0,2.0,4,870,150,0,0,1,870,60,1,1,0
12805,1,1,1,3.0,4,10870,460,0,0,5,10780,420,1,1,0
12806,1,1,0,2.0,4,3270,160,0,0,0,2920,100,1,1,0
12807,0,1,0,2.0,3,2480,110,0,0,6,2480,110,2,3,1
12808,1,0,0,2.0,4,850,60,0,6,0,780,50,1,1,0
12809,1,1,1,3.0,3,660,140,0,6,0,660,140,1,1,0
12810,1,0,0,2.0,3,450,120,3,6,0,450,0,1,1,0
12811,0,0,1,2.0,2,1890,160,0,2,4,1750,160,2,8,1
12812,1,1,0,1.0,4,910,70,0,3,0,910,40,1,1,0
12813,0,1,0,1.0,3,520,80,0,0,1,380,80,2,10,1
12814,1,0,0,2.0,4,20,10,0,6,0,20,10,1,1,0
12815,1,1,0,2.0,4,3350,2220,1,0,3,3340,160,1,1,0
12816,1,0,0,1.0,3,710,50,0,0,0,690,50,1,1,0
12817,0,0,1,3.0,3,7090,440,0,0,6,6800,440,2,7,1
12818,0,1,0,2.0,3,10,10,1,6,0,10,0,2,11,1
12819,1,0,0,2.0,3,280,150,2,6,0,280,60,1,1,0
12820,0,1,1,3.0,3,30,930,1,6,0,30,30,1,1,0
12821,0,0,1,3.0,2,2560,100,0,0,3,2560,0,2,4,1
12822,1,0,0,2.0,4,0,0,4,6,0,0,0,1,1,0
12823,1,1,0,2.0,4,2050,180,0,1,1,2050,60,1,1,0
12824,1,1,1,2.0,3,2580,2730,1,1,0,120,2730,1,1,0
12825,1,0,1,2.0,4,100,0,0,6,0,100,0,1,1,0
12826,1,0,0,3.0,2,1570,920,0,0,0,1320,60,1,1,0
12827,1,0,0,1.0,4,30,30,3,6,0,10,30,1,1,0
12828,1,0,1,3.0,3,1840,80,0,0,4,1840,60,1,1,0
12829,1,1,1,2.0,3,2150,150,0,0,3,2150,100,1,1,0
12830,1,0,1,3.0,3,3530,1470,1,1,2,3530,160,1,1,0
12831,1,1,0,2.0,3,50,620,4,6,0,40,50,3,5,1
12832,1,1,0,2.0,3,1240,100,0,0,0,1070,50,2,3,1
12833,1,1,1,3.0,2,20,10,0,6,0,20,0,2,6,1
12834,1,0,0,3.0,3,250,250,1,6,0,130,0,2,5,1
12835,1,0,0,1.0,3,1450,80,0,0,2,1450,80,1,1,0
12836,1,0,0,1.0,4,260,300,4,4,0,80,0,1,1,0
12837,1,0,0,2.0,4,630,630,2,6,0,20,0,1,1,0
12838,1,1,0,1.0,3,690,50,0,0,0,690,50,1,1,0
12839,1,0,0,2.0,3,2000,1210,1,3,0,2000,120,1,1,0
12840,1,1,0,2.0,3,360,310,1,6,0,360,80,1,1,0
12841,0,1,1,3.0,3,610,70,0,0,6,540,0,2,14,1
12842,0,1,0,3.0,3,1480,60,0,0,3,1450,60,1,1,0
12843,0,1,1,3.0,3,60,60,2,6,0,30,60,1,1,0
12844,1,1,1,2.0,4,2390,0,0,5,1,2390,0,1,1,0
12845,0,0,1,3.0,3,30,50,3,6,0,0,0,1,1,0
12846,1,0,0,2.0,3,320,320,1,6,0,20,320,1,1,0
12847,1,0,1,3.0,4,40,60,3,6,0,0,60,2,2,1
12848,0,1,1,3.0,3,1960,90,0,0,1,1960,70,1,1,0
12849,1,1,1,3.0,3,2190,210,0,0,0,2030,210,3,5,1
12850,0,1,1,4.0,3,20,20,2,6,0,20,0,1,1,0
12851,1,0,0,2.0,3,3230,160,0,0,1,2980,120,1,1,0
12852,1,0,1,2.0,3,0,0,0,6,0,0,0,2,2,1
12853,1,0,1,2.0,3,2590,120,0,0,3,2590,110,1,1,0
12854,1,0,0,2.0,3,380,460,5,6,0,100,460,1,1,0
12855,1,0,0,2.0,4,1890,90,0,0,0,1850,90,1,1,0
12856,0,1,1,3.0,3,10,20,1,6,0,10,10,1,1,0
12857,1,0,0,2.0,4,540,310,1,6,0,540,310,1,1,0
12858,0,0,0,2.0,4,400,400,2,6,0,110,130,1,1,0
12859,1,1,0,2.0,3,5370,240,0,0,6,5370,220,1,1,0
12860,1,0,0,2.0,4,5810,270,0,0,3,5570,270,1,1,0
12861,1,0,1,3.0,2,500,80,0,0,1,340,80,3,6,1
12862,1,1,0,1.0,4,610,60,0,0,5,460,40,1,1,0
12863,1,0,0,2.0,3,1870,240,2,5,0,1870,240,1,1,0
12864,1,0,1,3.0,4,870,610,2,6,0,400,150,2,3,1
12865,0,1,1,2.0,4,110,110,3,6,0,40,20,1,1,0
12866,0,1,1,2.0,3,4020,160,0,0,3,4020,0,2,5,1
12867,1,1,0,3.0,4,4350,460,0,5,0,4350,200,2,3,1
12868,1,0,1,3.0,2,1250,1040,3,6,0,1250,10,1,1,0
12869,0,1,0,1.0,2,1240,60,0,0,6,1200,50,2,3,1
12870,0,0,1,2.0,2,1570,60,0,0,3,1570,0,2,4,1
12871,0,1,1,3.0,3,610,50,0,0,5,580,50,2,3,1
12872,1,0,1,2.0,3,2350,0,0,5,1,2350,0,1,1,0
12873,1,0,0,1.0,3,1500,460,0,0,2,1500,460,1,1,0
12874,1,1,1,3.0,3,8750,730,0,0,4,8340,370,2,3,1
12875,1,0,0,2.0,4,240,240,3,6,0,40,240,2,3,1
12876,1,1,0,2.0,2,7250,310,0,0,6,7250,240,2,12,1
12877,1,0,1,2.0,3,910,50,0,0,6,810,50,2,5,1
12878,1,0,0,2.0,4,180,150,1,6,0,80,150,1,1,0
12879,0,0,0,2.0,3,910,90,0,0,0,790,40,3,7,1
12880,1,1,1,3.0,3,1560,10,0,1,3,1560,0,2,10,1
12881,1,0,1,3.0,4,240,240,1,6,0,240,240,1,1,0
12882,1,1,0,1.0,3,580,60,1,4,2,540,60,2,3,1
12883,1,0,0,3.0,2,1380,90,0,0,1,1380,50,1,1,0
12884,0,1,0,2.0,4,2420,90,0,0,3,2420,90,1,1,0
12885,1,0,0,1.0,3,880,110,0,0,5,690,60,2,3,1
12886,1,0,0,2.0,3,2460,90,0,0,3,2420,90,1,1,0
12887,1,1,0,2.0,3,240,180,2,3,0,0,10,3,4,1
12888,1,0,0,2.0,4,1100,860,1,0,0,610,860,2,7,1
12889,1,1,0,2.0,4,2700,120,0,0,6,2580,120,1,1,0
12890,1,0,0,2.0,4,1670,1670,1,5,0,570,190,1,1,0
12891,1,0,1,2.0,4,70,70,2,6,0,0,0,2,2,1
12892,0,1,0,2.0,3,300,80,0,0,0,230,80,3,5,1
12893,0,0,1,3.0,3,750,90,0,6,0,750,90,2,7,1
12894,1,0,0,2.0,4,5140,4340,1,2,1,5140,130,1,1,0
12895,1,0,1,2.0,4,8380,8380,3,4,0,1120,2380,1,1,0
12896,1,1,0,2.0,4,1150,1150,1,1,0,40,1150,1,1,0
12897,1,1,0,2.0,4,2790,100,0,0,0,2680,100,1,1,0
12898,0,0,0,2.0,3,20,130,3,6,0,0,0,2,2,1
12899,1,0,1,3.0,4,190,190,3,6,0,10,160,1,1,0
12900,0,0,0,2.0,4,1310,80,0,0,2,1310,20,3,8,1
12901,1,0,0,2.0,4,1460,150,0,5,0,560,150,1,1,0
12902,0,0,0,2.0,4,90,90,2,6,0,60,90,1,1,0
12903,0,0,1,3.0,3,170,170,2,6,0,90,80,1,1,0
12904,0,1,0,2.0,4,380,40,0,0,0,310,30,2,10,1
12905,1,1,0,2.0,2,5950,1530,0,0,5,4340,170,1,1,0
12906,0,1,0,3.0,2,650,0,0,3,3,650,0,1,1,0
12907,1,0,0,2.0,4,4150,2630,1,1,0,1760,2630,1,1,0
12908,1,0,0,2.0,4,1500,1510,4,5,0,320,550,1,1,0
12909,1,1,0,2.0,3,7350,280,0,0,1,7350,280,1,1,0
12910,1,0,0,3.0,4,3280,430,0,0,0,2390,110,1,1,0
12911,1,1,1,2.0,4,70,70,1,6,0,30,0,2,3,1
12912,0,1,1,3.0,3,570,50,0,0,5,480,40,2,3,1
12913,1,0,1,2.0,3,6120,230,0,2,0,6120,230,1,1,0
12914,1,1,1,3.0,2,610,40,0,0,4,590,30,2,4,1
12915,1,1,1,3.0,2,630,60,0,0,0,590,60,1,1,0
12916,1,1,1,3.0,4,0,120,1,6,0,0,0,2,2,1
12917,1,0,1,2.0,3,170,340,3,6,0,0,340,1,1,0
12918,1,1,0,2.0,3,12100,9900,1,0,2,12100,470,1,1,0
12919,1,1,0,2.0,3,2450,120,0,0,3,2450,120,1,1,0
12920,1,0,1,2.0,3,240,50,0,6,0,170,0,2,13,1
12921,1,0,0,2.0,3,2310,200,0,0,6,2070,90,1,1,0
12922,0,0,1,2.0,3,400,670,1,6,0,330,140,1,1,0
12923,1,0,0,2.0,3,830,60,0,0,0,830,50,1,1,0
12924,1,1,0,3.0,2,1550,60,0,0,2,1550,60,1,1,0
12925,0,0,1,3.0,4,0,0,0,6,0,0,0,2,2,1
12926,1,0,1,3.0,4,0,0,0,6,0,0,0,2,2,1
12927,1,0,0,2.0,4,3270,940,1,4,0,3270,140,1,1,0
12928,1,0,1,2.0,3,4630,2080,1,2,0,270,90,1,1,0
12929,1,0,1,2.0,3,2580,150,0,0,0,2490,150,1,1,0
12930,0,0,1,2.0,3,90,90,2,6,0,40,40,1,1,0
12931,1,0,0,2.0,4,2450,2410,1,4,0,140,30,1,1,0
12932,1,1,1,4.0,2,5610,220,0,0,2,5610,220,1,1,0
12933,1,1,0,2.0,3,6830,270,0,0,4,6830,260,1,1,0
12934,1,0,1,3.0,2,80,80,3,6,0,80,80,1,1,0
12935,1,0,1,3.0,3,2750,120,0,0,0,2740,110,1,1,0
12936,1,1,0,2.0,4,3240,6520,3,5,0,2480,500,1,1,0
12937,1,0,0,2.0,4,500,510,3,6,0,190,30,1,1,0
12938,1,0,1,3.0,4,4320,210,0,0,6,4320,210,1,1,0
12939,1,0,1,3.0,4,1410,310,0,5,0,710,150,1,1,0
12940,1,1,0,3.0,3,1510,70,0,0,0,1350,40,1,1,0
12941,1,0,1,2.0,3,1720,90,0,5,0,1720,90,1,1,0
12942,1,0,0,2.0,4,1810,120,0,0,0,1510,120,1,1,0
12943,1,1,0,2.0,3,820,210,0,0,1,820,60,1,1,0
12944,1,0,1,2.0,4,1200,610,1,6,0,250,610,2,3,1
12945,1,1,1,2.0,4,0,0,0,6,0,0,0,1,1,0
12946,1,0,1,2.0,3,640,60,0,6,0,640,50,1,1,0
12947,0,0,0,2.0,4,240,240,4,6,0,0,20,2,2,1
12948,1,1,1,2.0,4,7210,760,0,0,3,7210,240,1,1,0
12949,1,1,1,3.0,2,320,250,1,1,5,50,250,1,1,0
12950,1,0,1,2.0,3,280,280,2,6,0,80,280,1,1,0
12951,1,1,0,2.0,3,1750,90,0,0,3,1700,90,1,1,0
12952,1,0,0,2.0,4,0,0,0,6,0,0,0,1,1,0
12953,0,0,0,3.0,3,7780,6090,1,1,3,7710,300,1,1,0
12954,0,0,1,2.0,3,7960,330,0,0,2,7810,330,1,1,0
12955,1,1,0,2.0,4,50,50,2,6,0,20,20,1,1,0
12956,1,1,1,2.0,4,230,200,2,6,0,40,170,1,1,0
12957,1,0,0,2.0,3,1370,150,0,6,0,1370,60,1,1,0
12958,1,0,1,2.0,4,4000,170,0,0,2,3950,170,1,1,0
12959,0,0,1,3.0,3,370,370,2,6,0,140,0,1,1,0
12960,1,1,1,2.0,3,10,10,0,6,0,10,10,1,1,0
12961,1,1,0,2.0,3,2790,110,0,0,6,2790,110,1,1,0
12962,1,0,1,2.0,3,1620,1550,1,4,0,120,60,1,1,0
12963,1,1,0,2.0,4,1620,90,0,0,0,1550,90,1,1,0
12964,0,0,1,3.0,3,70,20,1,6,0,70,0,2,3,1
12965,1,0,0,2.0,4,340,340,3,6,0,120,20,1,1,0
12966,0,0,0,2.0,3,100,100,3,6,0,90,100,1,1,0
12967,1,0,0,2.0,4,4540,2750,0,3,0,4540,2750,1,1,0
12968,1,1,0,3.0,1,270,80,1,3,1,240,30,1,1,0
12969,1,0,0,2.0,4,1130,90,0,4,0,1130,60,1,1,0
12970,1,1,1,3.0,4,9910,920,0,0,2,9810,820,1,1,0
12971,0,0,1,2.0,3,4650,370,0,0,4,4340,200,2,12,1
12972,1,0,1,2.0,4,1350,60,0,4,0,1330,60,1,1,0
12973,0,0,1,2.0,3,4790,340,0,0,6,4790,0,2,5,1
12974,1,1,0,2.0,3,810,710,1,3,0,0,0,2,2,1
12975,1,1,0,3.0,4,1730,60,0,0,1,1730,60,1,1,0
12976,1,1,1,4.0,3,5830,150,0,0,6,5830,150,1,1,0
12977,1,0,1,2.0,2,590,220,1,6,0,590,40,1,1,0
12978,1,0,0,3.0,2,1570,0,0,5,1,1570,0,1,1,0
12979,0,0,0,2.0,4,10,10,1,6,0,0,0,2,2,1
12980,1,0,0,2.0,2,880,90,0,0,0,820,60,1,1,0
